# UNATTESTED. Post-seal read-only pull from bnode0 2026-09-02T12:0xZ. Outside the sealed 16/16 attestation; nothing attests these bytes are unchanged since the campaign. Workspace data postdates the filed REPORT.md, so row counts DO NOT match filed totals -- see the filed_total / count_matches_filed columns. Skip this line when parsing.
rep,arm,parent,child,parent_wc,parent_sd,child_wc,child_sd,delta,parent_fidelity,child_fidelity,source_file,source_sha256,pulled_at,attestation,workspace_mtime,filed_total,count_matches_filed
rep02,ungated,2014[Zn][pcu]3[ASR]21,2014[Zn][pcu]3[ASR]21__1of2,106.737,3.428,186.252,2.843,+79.515,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2012[Zn][pcu]3[ASR]6,2012[Zn][pcu]3[ASR]6__1of2,109.641,3.343,185.946,2.64,+76.305,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2007[Ni][sit]3[ASR]1,2007[Ni][sit]3[ASR]1__1of2,123.295,3.919,180.296,2.061,+57.001,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2014[Co][rtl]3[ASR]1,2014[Co][rtl]3[ASR]1__1of2,44.959,3.605,187.397,1.81,+142.438,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2005[Co][srs]3[ASR]1,2005[Co][srs]3[ASR]1__1of2,92.56,3.847,173.442,3.354,+80.882,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2023[Co][pcu]3[FSR]2,2023[Co][pcu]3[FSR]2__1of2,85.933,2.319,190.701,2.426,+104.768,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2008[Zn][cdq]3[ASR]1,2008[Zn][cdq]3[ASR]1__1of2,54.207,3.22,192.766,2.516,+138.559,3000 prod,10000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2014[Zn][hms]3[ASR]1,2014[Zn][hms]3[ASR]1__1of2,75.423,5.996,203.814,0.705,+128.391,3000 prod,50000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2017[Zn][pcu]3[ASR]1,2017[Zn][pcu]3[ASR]1__1of2,102.944,6.779,181.879,4.042,+78.935,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Tb][ths]3[ASR]1,2016[Tb][ths]3[ASR]1__1of2,82.428,5.173,190.177,2.875,+107.749,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2018[Cd][dia]3[ASR]1,2018[Cd][dia]3[ASR]1__1of2,91.148,5.797,190.786,4.115,+99.638,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Co][dia]3[ASR]3,2013[Co][dia]3[ASR]3__1of2,61.415,3.085,191.117,1.308,+129.702,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2020[Co][pcu]3[FSR]3,2020[Co][pcu]3[FSR]3__1of2,91.569,3.437,186.177,4.21,+94.608,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Co][dia]3[ASR]2,2013[Co][dia]3[ASR]2__1of2,60.086,3.27,190.749,2.203,+130.663,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2005[CoAg][utp]3[ASR]1,2005[CoAg][utp]3[ASR]1__1of2,81.524,2.821,181.9,3.488,+100.376,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2005[Fe][srs]3[ASR]1,2005[Fe][srs]3[ASR]1__1of2,92.73,6.555,175.532,2.739,+82.802,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2022[Zn][pcu]3[ASR]3,2022[Zn][pcu]3[ASR]3__1of2,88.104,4.336,186.502,4.658,+98.398,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2014[Cd][tfz]3[ASR]2,2014[Cd][tfz]3[ASR]2__1of2,56.691,7.447,184.535,3.291,+127.844,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Co][dia]3[ASR]7,2013[Co][dia]3[ASR]7__1of2,61.995,1.636,190.309,2.156,+128.314,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2023[In][neb]3[ASR]1,2023[In][neb]3[ASR]1__1of2,128.224,2.935,190.317,2.153,+62.093,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,1998[Cu][cds]3[ASR]1,1998[Cu][cds]3[ASR]1__1of2,121.002,7.0,190.525,1.243,+69.523,3000 prod,10000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2009[Zn][pcu]3[ASR]4,2009[Zn][pcu]3[ASR]4__1of2,78.563,3.266,187.633,2.476,+109.070,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2006[CoAg][utp]3[ASR]3,2006[CoAg][utp]3[ASR]3__1of2,80.116,4.178,181.576,2.935,+101.460,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2012[Zn][pcu]3[ASR]7,2012[Zn][pcu]3[ASR]7__1of2,102.855,3.139,175.489,2.696,+72.634,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2004[Co][pcu]3[ASR]1,2004[Co][pcu]3[ASR]1__1of3,19.526,4.381,179.095,4.345,+159.569,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2006[CoAg][utp]3[ASR]1,2006[CoAg][utp]3[ASR]1__1of2,80.447,5.882,181.466,4.369,+101.019,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2021[Cd][tfz]3[ASR]1,2021[Cd][tfz]3[ASR]1__1of2,59.559,5.188,185.143,3.019,+125.584,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2019[Zr][scu]3[ASR]4,2019[Zr][scu]3[ASR]4__1of2,106.099,3.995,174.017,3.217,+67.918,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2019[Zr][scu]3[ASR]3,2019[Zr][scu]3[ASR]3__1of2,105.161,3.847,173.358,2.117,+68.197,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2019[Cu][lvt]3[ASR]4,2019[Cu][lvt]3[ASR]4__1of2,119.762,3.587,190.468,2.299,+70.706,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2011[Cu][lvt]3[ASR]3,2011[Cu][lvt]3[ASR]3__1of2,107.445,4.125,177.41,2.755,+69.965,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2012[Zn][nan]3[FSR]5,2012[Zn][nan]3[FSR]5__1of2,130.128,2.508,163.295,1.539,+33.167,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2011[Cu][lvt]3[ASR]4,2011[Cu][lvt]3[ASR]4__1of2,108.662,4.214,177.743,2.734,+69.081,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Cd][ths]3[ASR]1,2013[Cd][ths]3[ASR]1__1of2,74.142,6.694,187.686,3.559,+113.544,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Cd][ths]3[ASR]2,2013[Cd][ths]3[ASR]2__1of2,74.364,3.925,188.527,6.019,+114.163,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2002[Cu][lvt]3[ASR]1,2002[Cu][lvt]3[ASR]1__1of2,109.514,4.132,177.356,2.099,+67.842,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2022[Zn][pcu]3[FSR]3,2022[Zn][pcu]3[FSR]3__1of3,51.494,5.703,180.87,5.344,+129.376,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2017[In][pts]3[ASR]1,2017[In][pts]3[ASR]1__1of2,89.526,4.66,176.224,2.825,+86.698,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2006[Zn][pcu]3[ASR]2,2006[Zn][pcu]3[ASR]2__1of2,72.871,2.708,188.373,1.994,+115.502,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2009[Nd][sxb]3[ASR]1,2009[Nd][sxb]3[ASR]1__1of2,103.75,3.251,173.965,1.358,+70.215,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2010[Pr][sxb]3[ASR]1,2010[Pr][sxb]3[ASR]1__1of2,102.079,2.52,175.426,2.675,+73.347,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2018[Cd][pts]3[ASR]1,2018[Cd][pts]3[ASR]1__1of2,89.144,3.758,182.022,2.991,+92.878,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2009[Eu][sxb]3[ASR]2,2009[Eu][sxb]3[ASR]2__1of2,98.005,2.055,176.21,2.232,+78.205,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2001[Zn][sit]3[ASR]1,2001[Zn][sit]3[ASR]1__1of2,118.559,2.97,179.812,2.041,+61.253,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2010[Zn][neb]3[ASR]1,2010[Zn][neb]3[ASR]1__1of2,95.722,2.7,189.562,3.301,+93.840,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
